kind	level	name	limit_kind1	limit_lv1	limit_kind2	limit_lv2	restype1	resvalue1	restype2	resvalue2	restype3	resvalue3	restype4	resvalue4	worker	sec	value1	value2	value3	value4
8	15	大使馆/幽堂	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	15000	0	0	0
8	16	大使馆/幽堂	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	16000	0	0	0
8	17	大使馆/幽堂	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	17000	0	0	0
8	18	大使馆/幽堂	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	18000	0	0	0
8	19	大使馆/幽堂	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	19000	0	0	0
8	20	大使馆/幽堂	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	20000	0	0	0
8	21	大使馆/幽堂	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	21000	0	0	0
8	22	大使馆/幽堂	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	22000	0	0	0
8	23	大使馆/幽堂	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	23000	0	0	0
8	24	大使馆/幽堂	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	24000	0	0	0
8	25	大使馆/幽堂	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	25000	0	0	0
8	26	大使馆/幽堂	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	26000	0	0	0
8	27	大使馆/幽堂	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	27000	0	0	0
8	28	大使馆/幽堂	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	28000	0	0	0
8	29	大使馆/幽堂	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	29000	0	0	0
8	30	大使馆/幽堂	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	30000	0	0	0
8	31	大使馆/幽堂	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	31000	0	0	0
8	32	大使馆/幽堂	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	32000	0	0	0
8	33	大使馆/幽堂	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	33000	0	0	0
8	34	大使馆/幽堂	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	34000	0	0	0
8	35	大使馆/幽堂	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	35000	0	0	0
8	36	大使馆/幽堂	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	36000	0	0	0
8	37	大使馆/幽堂	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	37000	0	0	0
8	38	大使馆/幽堂	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	38000	0	0	0
8	39	大使馆/幽堂	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	39000	0	0	0
8	40	大使馆/幽堂	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	40000	0	0	0
8	41	大使馆/幽堂	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	41000	0	0	0
8	42	大使馆/幽堂	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	42000	0	0	0
8	43	大使馆/幽堂	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	43000	0	0	0
8	44	大使馆/幽堂	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	44000	0	0	0
8	45	大使馆/幽堂	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	45000	0	0	0
8	46	大使馆/幽堂	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	46000	0	0	0
8	47	大使馆/幽堂	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	47000	0	0	0
8	48	大使馆/幽堂	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	48000	0	0	0
8	49	大使馆/幽堂	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	49000	0	0	0
8	50	大使馆/幽堂	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	50000	0	0	0
8	51	大使馆/幽堂	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	51000	0	0	0
8	52	大使馆/幽堂	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	52000	0	0	0
8	53	大使馆/幽堂	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	53000	0	0	0
8	54	大使馆/幽堂	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	54000	0	0	0
8	55	大使馆/幽堂	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	55000	0	0	0
8	56	大使馆/幽堂	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	56000	0	0	0
8	57	大使馆/幽堂	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	57000	0	0	0
8	58	大使馆/幽堂	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	58000	0	0	0
8	59	大使馆/幽堂	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	59000	0	0	0
8	60	大使馆/幽堂	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	60000	0	0	0
9	0	铁匠铺	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
9	1	铁匠铺	1	2	0	0	1	35	2	35	0	0	0	0	1	4	5	0	0	0
9	2	铁匠铺	1	3	0	0	1	50	2	50	0	0	0	0	1	77	5	0	0	0
9	3	铁匠铺	1	4	0	0	1	71	2	71	0	0	0	0	1	87	5	0	0	0
9	4	铁匠铺	1	5	0	0	1	101	2	101	0	0	0	0	1	97	5	0	0	0
9	5	铁匠铺	1	6	0	0	1	145	2	145	0	0	0	0	1	243	5	0	0	0
9	6	铁匠铺	1	7	0	0	1	207	2	207	0	0	0	0	1	358	10	0	0	0
9	7	铁匠铺	1	8	0	0	1	296	2	296	0	0	0	0	1	430	10	0	0	0
9	8	铁匠铺	1	9	0	0	1	422	2	422	0	0	0	0	1	773	10	0	0	0
9	9	铁匠铺	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	10	0	0	0
9	10	铁匠铺	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	10	0	0	0
9	11	铁匠铺	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	15	0	0	0
9	12	铁匠铺	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	15	0	0	0
9	13	铁匠铺	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	15	0	0	0
9	14	铁匠铺	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	15	0	0	0
9	15	铁匠铺	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	15	0	0	0
9	16	铁匠铺	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	20	0	0	0
9	17	铁匠铺	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	20	0	0	0
9	18	铁匠铺	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	20	0	0	0
9	19	铁匠铺	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	20	0	0	0
9	20	铁匠铺	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	20	0	0	0
9	21	铁匠铺	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	25	0	0	0
9	22	铁匠铺	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	25	0	0	0
9	23	铁匠铺	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	25	0	0	0
9	24	铁匠铺	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	25	0	0	0
9	25	铁匠铺	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	25	0	0	0
9	26	铁匠铺	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	30	0	0	0
9	27	铁匠铺	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	30	0	0	0
9	28	铁匠铺	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	30	0	0	0
9	29	铁匠铺	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	30	0	0	0
9	30	铁匠铺	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	30	0	0	0
9	31	铁匠铺	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	35	0	0	0
9	32	铁匠铺	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	35	0	0	0
9	33	铁匠铺	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	35	0	0	0
9	34	铁匠铺	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	35	0	0	0
9	35	铁匠铺	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	35	0	0	0
9	36	铁匠铺	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	40	0	0	0
9	37	铁匠铺	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	40	0	0	0
9	38	铁匠铺	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	40	0	0	0
9	39	铁匠铺	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	40	0	0	0
9	40	铁匠铺	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	40	0	0	0
9	41	铁匠铺	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	45	0	0	0
9	42	铁匠铺	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	45	0	0	0
9	43	铁匠铺	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	45	0	0	0
9	44	铁匠铺	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	45	0	0	0
9	45	铁匠铺	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	45	0	0	0
9	46	铁匠铺	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	50	0	0	0
9	47	铁匠铺	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	50	0	0	0
9	48	铁匠铺	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	50	0	0	0
9	49	铁匠铺	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	50	0	0	0
9	50	铁匠铺	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	50	0	0	0
9	51	铁匠铺	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	55	0	0	0
9	52	铁匠铺	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	55	0	0	0
9	53	铁匠铺	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	55	0	0	0
9	54	铁匠铺	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	55	0	0	0
9	55	铁匠铺	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	55	0	0	0
9	56	铁匠铺	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	60	0	0	0
9	57	铁匠铺	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	60	0	0	0
9	58	铁匠铺	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	60	0	0	0
9	59	铁匠铺	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	60	0	0	0
9	60	铁匠铺	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	60	0	0	0
10	0	校场/检阅场	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
10	1	校场/检阅场	1	2	0	0	1	35	2	35	0	0	0	0	1	4	3000	0	0	0
10	2	校场/检阅场	1	3	0	0	1	50	2	50	0	0	0	0	1	77	6000	0	0	0
10	3	校场/检阅场	1	4	0	0	1	71	2	71	0	0	0	0	1	87	9000	0	0	0
10	4	校场/检阅场	1	5	0	0	1	101	2	101	0	0	0	0	1	97	12000	0	0	0
10	5	校场/检阅场	1	6	0	0	1	145	2	145	0	0	0	0	1	243	15000	0	0	0
10	6	校场/检阅场	1	7	0	0	1	207	2	207	0	0	0	0	1	358	18000	0	0	0
10	7	校场/检阅场	1	8	0	0	1	296	2	296	0	0	0	0	1	430	21000	0	0	0
10	8	校场/检阅场	1	9	0	0	1	422	2	422	0	0	0	0	1	773	24000	0	0	0
10	9	校场/检阅场	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	27000	0	0	0
10	10	校场/检阅场	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	30000	0	0	0
10	11	校场/检阅场	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	33000	0	0	0
10	12	校场/检阅场	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	36000	0	0	0
10	13	校场/检阅场	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	39000	0	0	0
10	14	校场/检阅场	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	42000	0	0	0
10	15	校场/检阅场	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	45000	0	0	0
10	16	校场/检阅场	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	48000	0	0	0
10	17	校场/检阅场	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	51000	0	0	0
10	18	校场/检阅场	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	54000	0	0	0
10	19	校场/检阅场	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	57000	0	0	0
10	20	校场/检阅场	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	60000	0	0	0
10	21	校场/检阅场	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	63000	0	0	0
10	22	校场/检阅场	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	66000	0	0	0
10	23	校场/检阅场	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	69000	0	0	0
10	24	校场/检阅场	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	72000	0	0	0
10	25	校场/检阅场	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	75000	0	0	0
10	26	校场/检阅场	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	78000	0	0	0
10	27	校场/检阅场	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	81000	0	0	0
10	28	校场/检阅场	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	84000	0	0	0
10	29	校场/检阅场	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	87000	0	0	0
10	30	校场/检阅场	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	90000	0	0	0
10	31	校场/检阅场	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	93000	0	0	0
10	32	校场/检阅场	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	96000	0	0	0
10	33	校场/检阅场	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	99000	0	0	0
10	34	校场/检阅场	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	102000	0	0	0
10	35	校场/检阅场	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	105000	0	0	0
10	36	校场/检阅场	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	108000	0	0	0
10	37	校场/检阅场	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	111000	0	0	0
10	38	校场/检阅场	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	114000	0	0	0
10	39	校场/检阅场	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	117000	0	0	0
10	40	校场/检阅场	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	120000	0	0	0
10	41	校场/检阅场	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	123000	0	0	0
10	42	校场/检阅场	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	126000	0	0	0
10	43	校场/检阅场	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	129000	0	0	0
10	44	校场/检阅场	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	132000	0	0	0
10	45	校场/检阅场	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	135000	0	0	0
10	46	校场/检阅场	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	138000	0	0	0
10	47	校场/检阅场	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	141000	0	0	0
10	48	校场/检阅场	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	144000	0	0	0
10	49	校场/检阅场	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	147000	0	0	0
10	50	校场/检阅场	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	150000	0	0	0
10	51	校场/检阅场	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	153000	0	0	0
10	52	校场/检阅场	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	156000	0	0	0
10	53	校场/检阅场	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	159000	0	0	0
10	54	校场/检阅场	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	162000	0	0	0
10	55	校场/检阅场	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	165000	0	0	0
10	56	校场/检阅场	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	168000	0	0	0
10	57	校场/检阅场	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	171000	0	0	0
10	58	校场/检阅场	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	174000	0	0	0
10	59	校场/检阅场	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	177000	0	0	0
10	60	校场/检阅场	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	180000	0	0	0
11	0	仓库/地窖	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
11	1	仓库/地窖	1	2	0	0	1	35	2	35	0	0	0	0	1	4	20000	0	0	0
11	2	仓库/地窖	1	3	0	0	1	50	2	50	0	0	0	0	1	77	30000	0	0	0
11	3	仓库/地窖	1	4	0	0	1	71	2	71	0	0	0	0	1	87	40000	0	0	0
11	4	仓库/地窖	1	5	0	0	1	101	2	101	0	0	0	0	1	97	50000	0	0	0
11	5	仓库/地窖	1	6	0	0	1	145	2	145	0	0	0	0	1	243	60000	0	0	0
11	6	仓库/地窖	1	7	0	0	1	207	2	207	0	0	0	0	1	358	70000	0	0	0
11	7	仓库/地窖	1	8	0	0	1	296	2	296	0	0	0	0	1	430	80000	0	0	0
11	8	仓库/地窖	1	9	0	0	1	422	2	422	0	0	0	0	1	773	90000	0	0	0
11	9	仓库/地窖	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	100000	0	0	0
11	10	仓库/地窖	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	110000	0	0	0
11	11	仓库/地窖	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	120360	0	0	0
11	12	仓库/地窖	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	131520	0	0	0
11	13	仓库/地窖	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	143540	0	0	0
11	14	仓库/地窖	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	156440	0	0	0
11	15	仓库/地窖	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	170280	0	0	0
11	16	仓库/地窖	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	185100	0	0	0
11	17	仓库/地窖	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	200960	0	0	0
11	18	仓库/地窖	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	217880	0	0	0
11	19	仓库/地窖	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	235920	0	0	0
11	20	仓库/地窖	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	255120	0	0	0
11	21	仓库/地窖	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	275520	0	0	0
11	22	仓库/地窖	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	297160	0	0	0
11	23	仓库/地窖	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	320080	0	0	0
11	24	仓库/地窖	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	344300	0	0	0
11	25	仓库/地窖	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	369860	0	0	0
11	26	仓库/地窖	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	396800	0	0	0
11	27	仓库/地窖	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	425140	0	0	0
11	28	仓库/地窖	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	454880	0	0	0
11	29	仓库/地窖	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	486060	0	0	0
11	30	仓库/地窖	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	518680	0	0	0
11	31	仓库/地窖	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	552760	0	0	0
11	32	仓库/地窖	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	588280	0	0	0
11	33	仓库/地窖	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	625240	0	0	0
11	34	仓库/地窖	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	663640	0	0	0
11	35	仓库/地窖	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	703440	0	0	0
11	36	仓库/地窖	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	744640	0	0	0
11	37	仓库/地窖	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	787180	0	0	0
11	38	仓库/地窖	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	831020	0	0	0
11	39	仓库/地窖	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	876120	0	0	0
11	40	仓库/地窖	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	922420	0	0	0
11	41	仓库/地窖	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	969840	0	0	0
11	42	仓库/地窖	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	1018320	0	0	0
11	43	仓库/地窖	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	1067780	0	0	0
11	44	仓库/地窖	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	1118100	0	0	0
11	45	仓库/地窖	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	1169200	0	0	0
11	46	仓库/地窖	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	1220960	0	0	0
11	47	仓库/地窖	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	1273280	0	0	0
11	48	仓库/地窖	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	1326020	0	0	0
11	49	仓库/地窖	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	1379060	0	0	0
11	50	仓库/地窖	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	1432240	0	0	0
11	51	仓库/地窖	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	1485420	0	0	0
11	52	仓库/地窖	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	1538460	0	0	0
11	53	仓库/地窖	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	1591200	0	0	0
11	54	仓库/地窖	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	1643480	0	0	0
11	55	仓库/地窖	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	1695120	0	0	0
11	56	仓库/地窖	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	1745960	0	0	0
11	57	仓库/地窖	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	1795840	0	0	0
11	58	仓库/地窖	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	1844580	0	0	0
11	59	仓库/地窖	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	1892000	0	0	0
11	60	仓库/地窖	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	1937940	0	0	0
12	0	木材厂/聚灵器	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
12	1	木材厂/聚灵器	1	2	0	0	1	35	2	35	0	0	0	0	1	4	16	1920	0	0
12	2	木材厂/聚灵器	1	3	0	0	1	50	2	50	0	0	0	0	1	77	32	3840	0	0
12	3	木材厂/聚灵器	1	4	0	0	1	71	2	71	0	0	0	0	1	87	48	5760	0	0
12	4	木材厂/聚灵器	1	5	0	0	1	101	2	101	0	0	0	0	1	97	64	7680	0	0
12	5	木材厂/聚灵器	1	6	0	0	1	145	2	145	0	0	0	0	1	243	80	9600	0	0
12	6	木材厂/聚灵器	1	7	0	0	1	207	2	207	0	0	0	0	1	358	96	11520	0	0
12	7	木材厂/聚灵器	1	8	0	0	1	296	2	296	0	0	0	0	1	430	112	13440	0	0
12	8	木材厂/聚灵器	1	9	0	0	1	422	2	422	0	0	0	0	1	773	128	15360	0	0
12	9	木材厂/聚灵器	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	144	17280	0	0
12	10	木材厂/聚灵器	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	160	19200	0	0
12	11	木材厂/聚灵器	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	176	21120	0	0
12	12	木材厂/聚灵器	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	192	23040	0	0
12	13	木材厂/聚灵器	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	208	24960	0	0
12	14	木材厂/聚灵器	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	224	26880	0	0
12	15	木材厂/聚灵器	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	240	28800	0	0
12	16	木材厂/聚灵器	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	256	30720	0	0
12	17	木材厂/聚灵器	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	272	32640	0	0
12	18	木材厂/聚灵器	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	288	34560	0	0
12	19	木材厂/聚灵器	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	304	36480	0	0
12	20	木材厂/聚灵器	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	320	38400	0	0
12	21	木材厂/聚灵器	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	336	40320	0	0
12	22	木材厂/聚灵器	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	352	42240	0	0
12	23	木材厂/聚灵器	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	368	44160	0	0
12	24	木材厂/聚灵器	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	384	46080	0	0
12	25	木材厂/聚灵器	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	400	48000	0	0
12	26	木材厂/聚灵器	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	416	49920	0	0
12	27	木材厂/聚灵器	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	432	51840	0	0
12	28	木材厂/聚灵器	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	448	53760	0	0
12	29	木材厂/聚灵器	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	464	55680	0	0
12	30	木材厂/聚灵器	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	480	57600	0	0
12	31	木材厂/聚灵器	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	496	59520	0	0
12	32	木材厂/聚灵器	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	512	61440	0	0
12	33	木材厂/聚灵器	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	528	63360	0	0
